W_Fixing_incoming_lead,W_Filling_in application,W_Calling_after_offers,W_Assessing_application,W_Calling _missing_information,W_Check_for_fraud,case_id,event_nr,remaining_time,prediction
1.0,1.0,0.0,0.0,0.0,0.0,202137.0,2.0,1022826.0,740022.841204
1.0,1.0,1.0,0.0,0.0,0.0,202137.0,3.0,1008340.0,533174.841204
1.0,1.0,1.0,1.0,0.0,0.0,202137.0,4.0,410364.0,200182.841204
1.0,1.0,1.0,2.0,0.0,0.0,202137.0,5.0,0.0,-132873.158796
1.0,0.0,0.0,0.0,0.0,0.0,202134.0,1.0,0.0,861238.841204
0.0,1.0,0.0,0.0,0.0,0.0,202259.0,1.0,2654531.0,974198.841204
0.0,1.0,1.0,0.0,0.0,0.0,202259.0,2.0,2654423.0,767350.841204
0.0,1.0,2.0,0.0,0.0,0.0,202259.0,3.0,0.0,560502.841204
1.0,0.0,0.0,0.0,0.0,0.0,202307.0,1.0,4741867.0,861238.841204
1.0,1.0,0.0,0.0,0.0,0.0,202307.0,2.0,4731260.0,740022.841204
1.0,1.0,1.0,0.0,0.0,0.0,202307.0,3.0,4124226.0,533174.841204
1.0,1.0,1.0,1.0,0.0,0.0,202307.0,4.0,3097642.0,200182.841204
1.0,1.0,1.0,1.0,1.0,0.0,202307.0,5.0,3097601.0,322550.841204
1.0,1.0,1.0,1.0,2.0,0.0,202307.0,6.0,0.0,444918.841204
0.0,1.0,0.0,0.0,0.0,0.0,202310.0,1.0,679906.0,974198.841204
0.0,1.0,1.0,0.0,0.0,0.0,202310.0,2.0,679753.0,767350.841204
0.0,1.0,1.0,1.0,0.0,0.0,202310.0,3.0,2377.0,434294.841204
0.0,1.0,1.0,2.0,0.0,0.0,202310.0,4.0,0.0,101238.841204
0.0,1.0,0.0,0.0,0.0,0.0,202325.0,1.0,1630864.0,974198.841204
0.0,1.0,1.0,0.0,0.0,0.0,202325.0,2.0,970468.0,767350.841204
0.0,1.0,1.0,1.0,0.0,0.0,202325.0,3.0,0.0,434294.841204
1.0,0.0,0.0,0.0,0.0,0.0,202382.0,1.0,1539132.0,861238.841204
1.0,1.0,0.0,0.0,0.0,0.0,202382.0,2.0,1536547.0,740022.841204
1.0,1.0,1.0,0.0,0.0,0.0,202382.0,3.0,859489.0,533174.841204
1.0,1.0,1.0,1.0,0.0,0.0,202382.0,4.0,0.0,200182.841204
1.0,0.0,0.0,0.0,0.0,0.0,202448.0,1.0,0.0,861238.841204
0.0,1.0,0.0,0.0,0.0,0.0,202457.0,1.0,2761499.0,974198.841204
0.0,1.0,1.0,0.0,0.0,0.0,202457.0,2.0,2052426.0,767350.841204
0.0,1.0,2.0,0.0,0.0,0.0,202457.0,3.0,0.0,560502.841204
0.0,1.0,0.0,0.0,0.0,0.0,202518.0,1.0,278795.0,974198.841204
0.0,1.0,1.0,0.0,0.0,0.0,202518.0,2.0,278755.0,767350.841204
0.0,1.0,1.0,1.0,0.0,0.0,202518.0,3.0,278567.0,434294.841204
0.0,1.0,1.0,1.0,0.0,1.0,202518.0,4.0,278422.0,194294.841204
0.0,1.0,1.0,2.0,0.0,1.0,202518.0,5.0,277549.0,-138761.158796
0.0,1.0,1.0,2.0,1.0,1.0,202518.0,6.0,277519.0,-16393.158796
0.0,1.0,1.0,3.0,1.0,1.0,202518.0,7.0,0.0,-349449.158796
0.0,1.0,0.0,0.0,0.0,0.0,202479.0,1.0,3101522.0,974198.841204
0.0,1.0,1.0,0.0,0.0,0.0,202479.0,2.0,2060808.0,767350.841204
0.0,1.0,2.0,0.0,0.0,0.0,202479.0,3.0,0.0,560502.841204
1.0,0.0,0.0,0.0,0.0,0.0,202599.0,1.0,2060115.0,861238.841204
1.0,1.0,0.0,0.0,0.0,0.0,202599.0,2.0,2047416.0,740022.841204
1.0,1.0,1.0,0.0,0.0,0.0,202599.0,3.0,2044182.0,533174.841204
1.0,1.0,1.0,1.0,0.0,0.0,202599.0,4.0,256467.0,200182.841204
1.0,1.0,1.0,1.0,1.0,0.0,202599.0,5.0,243117.0,322550.841204
1.0,1.0,1.0,2.0,1.0,0.0,202599.0,6.0,0.0,-10633.158796
0.0,1.0,0.0,0.0,0.0,0.0,202539.0,1.0,2315744.0,974198.841204
0.0,1.0,1.0,0.0,0.0,0.0,202539.0,2.0,1714079.0,767350.841204
0.0,1.0,1.0,1.0,0.0,0.0,202539.0,3.0,424346.0,434294.841204
0.0,1.0,1.0,1.0,1.0,0.0,202539.0,4.0,416657.0,556662.841204
0.0,1.0,1.0,2.0,1.0,0.0,202539.0,5.0,0.0,223734.841204
1.0,0.0,0.0,0.0,0.0,0.0,202653.0,1.0,0.0,861238.841204
0.0,1.0,0.0,0.0,0.0,0.0,202659.0,1.0,245979.0,974198.841204
0.0,2.0,0.0,0.0,0.0,0.0,202659.0,2.0,0.0,852982.841204
0.0,1.0,0.0,0.0,0.0,0.0,202686.0,1.0,1012672.0,974198.841204
0.0,1.0,1.0,0.0,0.0,0.0,202686.0,2.0,774441.0,767350.841204
0.0,1.0,1.0,1.0,0.0,0.0,202686.0,3.0,4155.0,434294.841204
0.0,1.0,1.0,2.0,0.0,0.0,202686.0,4.0,0.0,101238.841204
0.0,1.0,0.0,0.0,0.0,0.0,202701.0,1.0,2141536.0,974198.841204
0.0,1.0,1.0,0.0,0.0,0.0,202701.0,2.0,2141081.0,767350.841204
0.0,1.0,1.0,1.0,0.0,0.0,202701.0,3.0,689636.0,434294.841204
0.0,1.0,1.0,1.0,1.0,0.0,202701.0,4.0,679616.0,556662.841204
0.0,1.0,1.0,2.0,1.0,0.0,202701.0,5.0,628755.0,223734.841204
0.0,1.0,1.0,2.0,2.0,0.0,202701.0,6.0,622440.0,345974.841204
0.0,1.0,1.0,3.0,2.0,0.0,202701.0,7.0,5993.0,13046.841204
0.0,1.0,1.0,4.0,2.0,0.0,202701.0,8.0,0.0,-320265.158796
1.0,0.0,0.0,0.0,0.0,0.0,202758.0,1.0,184754.0,861238.841204
1.0,1.0,0.0,0.0,0.0,0.0,202758.0,2.0,183305.0,740022.841204
1.0,2.0,0.0,0.0,0.0,0.0,202758.0,3.0,0.0,618806.841204
1.0,0.0,0.0,0.0,0.0,0.0,202689.0,1.0,0.0,861238.841204
1.0,0.0,0.0,0.0,0.0,0.0,202746.0,1.0,0.0,861238.841204
1.0,0.0,0.0,0.0,0.0,0.0,202743.0,1.0,2068445.0,861238.841204
1.0,1.0,0.0,0.0,0.0,0.0,202743.0,2.0,2060339.0,740022.841204
1.0,1.0,1.0,0.0,0.0,0.0,202743.0,3.0,1447775.0,533174.841204
1.0,1.0,1.0,1.0,0.0,0.0,202743.0,4.0,0.0,200182.841204
0.0,1.0,0.0,0.0,0.0,0.0,202770.0,1.0,7093.0,974198.841204
0.0,2.0,0.0,0.0,0.0,0.0,202770.0,2.0,0.0,852982.841204
0.0,1.0,0.0,0.0,0.0,0.0,202785.0,1.0,851821.0,974198.841204
0.0,1.0,1.0,0.0,0.0,0.0,202785.0,2.0,851761.0,767350.841204
0.0,1.0,1.0,1.0,0.0,0.0,202785.0,3.0,319150.0,434294.841204
0.0,1.0,1.0,2.0,0.0,0.0,202785.0,4.0,0.0,101238.841204
0.0,1.0,0.0,0.0,0.0,0.0,202833.0,1.0,0.0,974198.841204
0.0,1.0,0.0,0.0,0.0,0.0,202821.0,1.0,1104959.0,974198.841204
0.0,1.0,1.0,0.0,0.0,0.0,202821.0,2.0,507408.0,767350.841204
0.0,1.0,1.0,1.0,0.0,0.0,202821.0,3.0,4534.0,434294.841204
0.0,1.0,1.0,2.0,0.0,0.0,202821.0,4.0,0.0,101238.841204
1.0,0.0,0.0,0.0,0.0,0.0,203079.0,1.0,3886827.0,861238.841204
1.0,1.0,0.0,0.0,0.0,0.0,203079.0,2.0,3873954.0,740022.841204
1.0,1.0,1.0,0.0,0.0,0.0,203079.0,3.0,3873867.0,533174.841204
1.0,1.0,1.0,1.0,0.0,0.0,203079.0,4.0,2994605.0,200182.841204
1.0,1.0,1.0,1.0,1.0,0.0,203079.0,5.0,2982303.0,322550.841204
1.0,1.0,1.0,2.0,1.0,0.0,203079.0,6.0,2923995.0,-10633.158796
1.0,1.0,1.0,2.0,2.0,0.0,203079.0,7.0,2916148.0,111862.841204
1.0,1.0,1.0,3.0,2.0,0.0,203079.0,8.0,252400.0,-221449.158796
1.0,1.0,1.0,4.0,2.0,0.0,203079.0,9.0,0.0,-554249.158796
1.0,0.0,0.0,0.0,0.0,0.0,203091.0,1.0,0.0,861238.841204
0.0,1.0,0.0,0.0,0.0,0.0,203122.0,1.0,799290.0,974198.841204
0.0,1.0,1.0,0.0,0.0,0.0,203122.0,2.0,539650.0,767350.841204
0.0,1.0,1.0,1.0,0.0,0.0,203122.0,3.0,443631.0,434294.841204
0.0,1.0,1.0,1.0,1.0,0.0,203122.0,4.0,3147.0,556662.841204
0.0,1.0,1.0,2.0,1.0,0.0,203122.0,5.0,0.0,223734.841204
1.0,0.0,0.0,0.0,0.0,0.0,203028.0,1.0,0.0,861238.841204
1.0,0.0,0.0,0.0,0.0,0.0,202866.0,1.0,1497898.0,861238.841204
1.0,1.0,0.0,0.0,0.0,0.0,202866.0,2.0,1479212.0,740022.841204
1.0,1.0,1.0,0.0,0.0,0.0,202866.0,3.0,1462601.0,533174.841204
1.0,1.0,2.0,0.0,0.0,0.0,202866.0,4.0,0.0,326390.841204
1.0,0.0,0.0,0.0,0.0,0.0,202911.0,1.0,0.0,861238.841204
1.0,0.0,0.0,0.0,0.0,0.0,202935.0,1.0,2271810.0,861238.841204
1.0,1.0,0.0,0.0,0.0,0.0,202935.0,2.0,2259458.0,740022.841204
1.0,1.0,1.0,0.0,0.0,0.0,202935.0,3.0,2146713.0,533174.841204
1.0,1.0,2.0,0.0,0.0,0.0,202935.0,4.0,0.0,326390.841204
0.0,1.0,0.0,0.0,0.0,0.0,202926.0,1.0,1218097.0,974198.841204
0.0,1.0,1.0,0.0,0.0,0.0,202926.0,2.0,516922.0,767350.841204
0.0,1.0,1.0,1.0,0.0,0.0,202926.0,3.0,269782.0,434294.841204
0.0,1.0,1.0,1.0,1.0,0.0,202926.0,4.0,258502.0,556662.841204
0.0,1.0,1.0,2.0,1.0,0.0,202926.0,5.0,0.0,223734.841204
0.0,1.0,0.0,0.0,0.0,0.0,202902.0,1.0,23987.0,974198.841204
0.0,2.0,0.0,0.0,0.0,0.0,202902.0,2.0,0.0,852982.841204
0.0,1.0,0.0,0.0,0.0,0.0,203001.0,1.0,1663094.0,974198.841204
0.0,1.0,1.0,0.0,0.0,0.0,203001.0,2.0,1210120.0,767350.841204
0.0,1.0,2.0,0.0,0.0,0.0,203001.0,3.0,0.0,560502.841204
1.0,0.0,0.0,0.0,0.0,0.0,203140.0,1.0,0.0,861238.841204
0.0,1.0,0.0,0.0,0.0,0.0,203004.0,1.0,0.0,974198.841204
0.0,1.0,0.0,0.0,0.0,0.0,203025.0,1.0,451059.0,974198.841204
0.0,1.0,1.0,0.0,0.0,0.0,203025.0,2.0,0.0,767350.841204
0.0,1.0,0.0,0.0,0.0,0.0,203058.0,1.0,2583890.0,974198.841204
0.0,2.0,0.0,0.0,0.0,0.0,203058.0,2.0,0.0,852982.841204
0.0,1.0,0.0,0.0,0.0,0.0,203176.0,1.0,252043.0,974198.841204
0.0,1.0,1.0,0.0,0.0,0.0,203176.0,2.0,251975.0,767350.841204
0.0,1.0,1.0,1.0,0.0,0.0,203176.0,3.0,251384.0,434294.841204
0.0,1.0,1.0,1.0,1.0,0.0,203176.0,4.0,185378.0,556662.841204
0.0,1.0,1.0,1.0,2.0,0.0,203176.0,5.0,0.0,679158.841204
0.0,1.0,0.0,0.0,0.0,0.0,203082.0,1.0,853957.0,974198.841204
0.0,1.0,1.0,0.0,0.0,0.0,203082.0,2.0,513299.0,767350.841204
0.0,1.0,1.0,1.0,0.0,0.0,203082.0,3.0,59049.0,434294.841204
0.0,1.0,1.0,2.0,0.0,0.0,203082.0,4.0,0.0,101238.841204
0.0,1.0,0.0,0.0,0.0,0.0,203251.0,1.0,790894.0,974198.841204
0.0,1.0,1.0,0.0,0.0,0.0,203251.0,2.0,790635.0,767350.841204
0.0,1.0,2.0,0.0,0.0,0.0,203251.0,3.0,0.0,560502.841204
0.0,1.0,0.0,0.0,0.0,0.0,203143.0,1.0,1805652.0,974198.841204
0.0,1.0,1.0,0.0,0.0,0.0,203143.0,2.0,1710779.0,767350.841204
0.0,1.0,1.0,1.0,0.0,0.0,203143.0,3.0,92.0,434294.841204
0.0,1.0,1.0,1.0,1.0,0.0,203143.0,4.0,0.0,556662.841204
0.0,1.0,0.0,0.0,0.0,0.0,203260.0,1.0,2159576.0,974198.841204
0.0,1.0,1.0,0.0,0.0,0.0,203260.0,2.0,1975489.0,767350.841204
0.0,1.0,1.0,1.0,0.0,0.0,203260.0,3.0,1335.0,434294.841204
0.0,1.0,1.0,2.0,0.0,0.0,203260.0,4.0,0.0,101238.841204
0.0,1.0,0.0,0.0,0.0,0.0,203155.0,1.0,1276716.0,974198.841204
0.0,1.0,1.0,0.0,0.0,0.0,203155.0,2.0,840843.0,767350.841204
0.0,1.0,1.0,1.0,0.0,0.0,203155.0,3.0,0.0,434294.841204
0.0,1.0,0.0,0.0,0.0,0.0,203209.0,1.0,0.0,974198.841204
0.0,1.0,0.0,0.0,0.0,0.0,203227.0,1.0,3011499.0,974198.841204
0.0,1.0,1.0,0.0,0.0,0.0,203227.0,2.0,2942995.0,767350.841204
0.0,1.0,1.0,1.0,0.0,0.0,203227.0,3.0,10826.0,434294.841204
0.0,1.0,1.0,1.0,0.0,1.0,203227.0,4.0,10020.0,194294.841204
0.0,1.0,1.0,2.0,0.0,1.0,203227.0,5.0,6972.0,-138761.158796
0.0,1.0,1.0,2.0,1.0,1.0,203227.0,6.0,217.0,-16393.158796
0.0,1.0,1.0,2.0,2.0,1.0,203227.0,7.0,0.0,105718.841204
0.0,1.0,0.0,0.0,0.0,0.0,203347.0,1.0,827519.0,974198.841204
0.0,1.0,1.0,0.0,0.0,0.0,203347.0,2.0,789313.0,767350.841204
0.0,1.0,1.0,1.0,0.0,0.0,203347.0,3.0,0.0,434294.841204
1.0,0.0,0.0,0.0,0.0,0.0,203335.0,1.0,53936.0,861238.841204
1.0,1.0,0.0,0.0,0.0,0.0,203335.0,2.0,0.0,740022.841204
1.0,0.0,0.0,0.0,0.0,0.0,203359.0,1.0,0.0,861238.841204
1.0,0.0,0.0,0.0,0.0,0.0,203380.0,1.0,2987982.0,861238.841204
1.0,1.0,0.0,0.0,0.0,0.0,203380.0,2.0,2934004.0,740022.841204
1.0,1.0,1.0,0.0,0.0,0.0,203380.0,3.0,2325761.0,533174.841204
1.0,1.0,1.0,1.0,0.0,0.0,203380.0,4.0,0.0,200182.841204
1.0,0.0,0.0,0.0,0.0,0.0,203443.0,1.0,0.0,861238.841204
1.0,0.0,0.0,0.0,0.0,0.0,203474.0,1.0,881350.0,861238.841204
1.0,1.0,0.0,0.0,0.0,0.0,203474.0,2.0,854903.0,740022.841204
1.0,1.0,1.0,0.0,0.0,0.0,203474.0,3.0,268807.0,533174.841204
1.0,1.0,1.0,1.0,0.0,0.0,203474.0,4.0,96990.0,200182.841204
1.0,1.0,1.0,1.0,1.0,0.0,203474.0,5.0,84312.0,322550.841204
1.0,1.0,1.0,2.0,1.0,0.0,203474.0,6.0,3795.0,-10633.158796
1.0,1.0,1.0,3.0,1.0,0.0,203474.0,7.0,0.0,-343817.158796
1.0,0.0,0.0,0.0,0.0,0.0,203492.0,1.0,2070946.0,861238.841204
1.0,1.0,0.0,0.0,0.0,0.0,203492.0,2.0,2039432.0,740022.841204
1.0,1.0,1.0,0.0,0.0,0.0,203492.0,3.0,1464432.0,533174.841204
1.0,1.0,1.0,1.0,0.0,0.0,203492.0,4.0,253297.0,200182.841204
1.0,1.0,1.0,1.0,1.0,0.0,203492.0,5.0,234620.0,322550.841204
1.0,1.0,1.0,2.0,1.0,0.0,203492.0,6.0,0.0,-10633.158796
1.0,0.0,0.0,0.0,0.0,0.0,203495.0,1.0,1231596.0,861238.841204
1.0,1.0,0.0,0.0,0.0,0.0,203495.0,2.0,1209068.0,740022.841204
1.0,1.0,1.0,0.0,0.0,0.0,203495.0,3.0,598320.0,533174.841204
1.0,1.0,1.0,1.0,0.0,0.0,203495.0,4.0,9607.0,200182.841204
1.0,1.0,1.0,2.0,0.0,0.0,203495.0,5.0,0.0,-132873.158796
0.0,1.0,0.0,0.0,0.0,0.0,203350.0,1.0,1907490.0,974198.841204
0.0,1.0,1.0,0.0,0.0,0.0,203350.0,2.0,1898847.0,767350.841204
0.0,1.0,1.0,1.0,0.0,0.0,203350.0,3.0,1096.0,434294.841204
0.0,1.0,1.0,1.0,1.0,0.0,203350.0,4.0,153.0,556662.841204
0.0,1.0,1.0,1.0,2.0,0.0,203350.0,5.0,0.0,679158.841204
0.0,1.0,0.0,0.0,0.0,0.0,203501.0,1.0,681880.0,974198.841204
0.0,1.0,1.0,0.0,0.0,0.0,203501.0,2.0,681606.0,767350.841204
0.0,1.0,1.0,1.0,0.0,0.0,203501.0,3.0,679377.0,434294.841204
0.0,1.0,1.0,1.0,1.0,0.0,203501.0,4.0,675946.0,556662.841204
0.0,1.0,1.0,2.0,1.0,0.0,203501.0,5.0,71870.0,223734.841204
0.0,1.0,1.0,2.0,2.0,0.0,203501.0,6.0,61948.0,345974.841204
0.0,1.0,1.0,3.0,2.0,0.0,203501.0,7.0,0.0,13046.841204
0.0,1.0,0.0,0.0,0.0,0.0,203468.0,1.0,1142547.0,974198.841204
0.0,1.0,1.0,0.0,0.0,0.0,203468.0,2.0,1141298.0,767350.841204
0.0,1.0,1.0,1.0,0.0,0.0,203468.0,3.0,0.0,434294.841204
0.0,1.0,0.0,0.0,0.0,0.0,203528.0,1.0,1210846.0,974198.841204
0.0,1.0,1.0,0.0,0.0,0.0,203528.0,2.0,612831.0,767350.841204
0.0,1.0,2.0,0.0,0.0,0.0,203528.0,3.0,0.0,560502.841204
0.0,1.0,0.0,0.0,0.0,0.0,203537.0,1.0,607740.0,974198.841204
0.0,1.0,1.0,0.0,0.0,0.0,203537.0,2.0,607515.0,767350.841204
0.0,1.0,1.0,1.0,0.0,0.0,203537.0,3.0,606961.0,434294.841204
0.0,1.0,1.0,1.0,1.0,0.0,203537.0,4.0,606522.0,556662.841204
0.0,1.0,1.0,2.0,1.0,0.0,203537.0,5.0,2078.0,223734.841204
0.0,1.0,1.0,3.0,1.0,0.0,203537.0,6.0,0.0,-109449.158796
0.0,1.0,0.0,0.0,0.0,0.0,203407.0,1.0,611602.0,974198.841204
0.0,1.0,1.0,0.0,0.0,0.0,203407.0,2.0,595129.0,767350.841204
0.0,1.0,1.0,1.0,0.0,0.0,203407.0,3.0,0.0,434294.841204
1.0,0.0,0.0,0.0,0.0,0.0,203534.0,1.0,1561266.0,861238.841204
1.0,1.0,0.0,0.0,0.0,0.0,203534.0,2.0,1539444.0,740022.841204
1.0,1.0,1.0,0.0,0.0,0.0,203534.0,3.0,1539254.0,533174.841204
1.0,1.0,1.0,1.0,0.0,0.0,203534.0,4.0,0.0,200182.841204
1.0,0.0,0.0,0.0,0.0,0.0,203597.0,1.0,0.0,861238.841204
1.0,0.0,0.0,0.0,0.0,0.0,203642.0,1.0,1469249.0,861238.841204
1.0,1.0,0.0,0.0,0.0,0.0,203642.0,2.0,1467038.0,740022.841204
1.0,1.0,1.0,0.0,0.0,0.0,203642.0,3.0,961570.0,533174.841204
1.0,1.0,1.0,1.0,0.0,0.0,203642.0,4.0,116164.0,200182.841204
1.0,1.0,1.0,1.0,1.0,0.0,203642.0,5.0,98096.0,322550.841204
1.0,1.0,1.0,2.0,1.0,0.0,203642.0,6.0,0.0,-10633.158796
1.0,0.0,0.0,0.0,0.0,0.0,203669.0,1.0,0.0,861238.841204
0.0,1.0,0.0,0.0,0.0,0.0,203585.0,1.0,1100851.0,974198.841204
